district,male_mean_age_4,male_mean_education_4,male_pct_no_education_4,male_pct_higher_education_4,male_literacy_rate_4,male_urban_share_4,male_mean_wealth_index_4,male_mean_hh_size_4,male_pct_married_4,male_pct_has_mobile_4,male_pct_has_bank_account_4,male_mean_digital_access_4,n_men_4,female_mean_age_4,female_mean_education_4,female_pct_no_education_4,female_literacy_rate_4,female_urban_share_4,female_mean_wealth_index_4,female_mean_hh_size_4,female_mean_children_u5_4,female_pct_married_4,female_pct_breastfeeding_4,female_pct_has_mobile_4,female_mean_digital_access_4,n_women_4,digital_gender_gap_mobile_4,digital_gender_gap_score_4,mean_education_4,mean_age_4,urban_share_4,mean_hh_size_4,mean_wealth_index_4,n_total_4,education_gender_gap_4,literacy_gender_gap_4,state,digital_gender_gap_5,f_mean_age_5,f_mean_education_5,f_mean_yrs_edu_5,f_pct_literate_5,f_mean_wealth_idx_5,f_mean_wealth_scr_5,f_pct_urban_5,f_pct_rural_5,f_mean_hh_size_5,f_pct_married_5,f_pct_never_married_5,f_pct_divorced_5,f_pct_has_mobile_5,f_pct_mobile_fin_5,f_mean_bf_dur_5,f_mean_bf_months_5,f_pct_ever_breastfed_5,f_pct_early_bf_5,f_n_respondents_5,m_mean_age_5,m_mean_yrs_edu_5,m_pct_no_edu_5,m_literacy_rate_5,m_urban_share_5,m_mean_wealth_idx_5,m_mean_hh_size_5,m_pct_married_5,m_pct_in_union_5,m_pct_live_partner_5,m_pct_owns_mobile_5,m_pct_has_bank_account_5,m_pct_currently_working_5,m_pct_dv_goes_out_5,m_pct_dv_neglect_5,m_pct_dv_argues_5,m_pct_dv_sex_5,m_pct_dv_food_5,m_pct_dv_unfaith_5,m_pct_dv_disresp_5,m_pct_any_dv_5,m_pct_owns_house_5,m_pct_owns_land_5,m_pct_smokes_cigarettes_5,m_pct_smokes_bidis_5,m_pct_uses_tobacco_5,m_pct_drinks_alcohol_5,m_pct_drinks_freq_5,m_pct_father_beat_5,m_pct_wife_emp_5,m_n_respondents_5
puri,35.546654,9.7475948,3.4063556,60.919155,175.11183,14.119337,30596.59303,4.4211903,60.470177,81.301407,90.952805,2.0831058,58.534228,31.065639,7.5644422,13.154615,158.57486,16.675673,-16619.12833,5.0395718,0.39240977,70.938339,16.647284,44.090172,0.83025163,1083.702782,37.211235,1.2528541,7.6763182,31.295271,15.397505,4.730381,-14199.547,1142.2371,2.1831527,16.536972,odisha,24.825333,31.556831,1.8769307,8.7230215,92.873634,2.7959776,-14301.20825,17.382847,82.617149,5.0275259,73.067299,23.116068,3.8166378,56.476074,21.02585,73.211922,22.900324,29.458988,81.679604,966.093907,35.546654,9.7475948,3.4063556,93.392601,14.119337,30596.594,4.4211903,60.470177,60.470177,98.956146,81.301407,90.952805,80.050674,7.485714,6.6022553,3.3595626,0.0,1.4611998,1.5131096,14.374036,18.530945,70.121559,62.042648,5.0446043,7.8399158,33.239399,32.529739,16.358971,8.5214119,10.419694,58.534228
ganjam,32.550091,8.7993069,3.4969985,58.376564,172.4489,35.308666,372982.1913,5.5657463,61.105145,86.7146,84.800621,2.0230861,109.2978727,30.054615,5.7453403,29.250044,127.722,22.322638,-9698.209229,4.8183093,0.40372077,71.554657,16.483446,37.669769,0.71775621,1868.690671,49.04483,1.3053298,5.9140935,30.192507,28.815651,5.192028,11447.593,1977.9885,3.0539665,44.726898,odisha,34.563099,30.673038,1.5439562,7.0854197,78.9664,3.0104897,173793.8634,26.093679,73.906319,5.4076867,73.382118,20.543491,6.0743885,52.151501,13.842691,73.933937,19.936003,26.913342,72.793007,2006.924627,32.550091,8.7993069,3.4969985,87.519287,35.308666,372982.19,5.5657463,61.105145,61.105145,97.203781,86.7146,84.800621,68.813293,5.4099569,8.0918694,8.3787594,2.6382809,1.7762074,3.6261888,20.273087,24.966034,79.636673,54.301865,0.85796452,2.8159084,25.540689,26.24288,8.9298334,10.345231,5.8151078,109.2978727
gajapati,34.318844,6.2294645,26.430351,35.980961,114.56848,19.50407,-658033.1931,5.0378385,71.683792,80.059647,76.879051,1.8047361,17.89563371,29.584473,4.1038961,50.6786,87.719635,13.444461,-57646.89347,5.2999682,0.5553692,69.755524,18.220352,24.330244,0.49217084,324.1327585,55.729401,1.3125653,4.2151103,29.832184,16.474266,5.1689034,-89060.352,342.02838,2.1255684,26.848846,odisha,43.932907,30.411034,1.1052144,4.9994712,59.152443,2.065464,-584492.1623,16.177601,83.822403,4.9712219,67.143623,26.681269,6.1751056,36.12674,15.760067,73.794037,23.984425,27.281088,81.053314,318.2693161,34.318844,6.2294645,26.430351,65.884209,19.50407,-658033.19,5.0378385,71.683792,71.683792,98.731339,80.059647,76.879051,85.828384,8.0401011,14.149512,7.6972513,3.6045272,4.0052509,7.5314736,28.624872,32.391224,72.5961,48.657017,0.0,0.0,22.393551,32.503651,22.819632,12.805599,9.3304243,17.89563371
kandhamal,31.275911,8.4091311,10.018107,53.275417,168.62851,8.3622656,-687331.8049,4.9378433,57.156898,79.422668,92.578346,1.8687872,29.73207445,29.560465,4.80902,41.81424,104.5804,8.8790445,-86162.99414,5.2687221,0.52591461,67.541374,20.877983,25.214363,0.39297315,465.6966465,54.208305,1.475814,5.0250731,29.663414,8.6206551,5.1032829,-122240.83,495.42871,3.600111,64.048111,odisha,37.494507,30.141817,1.3517399,6.2684236,69.683304,1.9142276,-698172.7871,11.958314,88.041687,4.9905181,69.089188,25.68498,5.225832,41.928162,19.787676,75.328117,20.11846,24.678568,76.972885,463.3660627,31.275911,8.4091311,10.018107,87.563324,8.3622656,-687331.81,4.9378433,57.156898,57.156898,100.0,79.422668,92.578346,77.736168,5.9163852,6.5619373,9.3182802,3.5635457,3.4570377,5.6066794,16.802383,18.267653,66.520119,51.833023,1.5600055,2.8429332,26.496332,30.873459,19.186636,15.766586,2.9758449,29.73207445
baudh,32.691242,7.7776294,12.402611,57.016003,165.35626,7.6434031,-394409.5355,4.5243564,68.869919,83.372787,92.224419,1.927421,17.53358983,30.429998,5.4598136,27.5902,124.42715,3.5345919,-75814.08787,4.8832078,0.44836575,71.034676,21.776464,24.168707,0.46060979,270.9435434,59.204079,1.4668112,5.6006899,30.567436,5.5889974,4.7037821,-95178.266,288.47714,2.3178158,40.929108,odisha,48.858463,30.871981,1.4050794,6.4388723,75.854393,2.1479576,-509458.7703,5.339148,94.660858,4.7650819,73.164635,22.858091,3.9772716,34.514324,17.626352,80.061371,24.843533,19.329706,68.327187,276.8122492,32.691242,7.7776294,12.402611,87.436783,7.6434031,-394409.53,4.5243564,68.869919,68.869919,98.987144,83.372787,92.224419,86.149681,8.1234818,11.857161,12.431722,3.5183723,7.3068209,9.6367035,26.655933,34.987011,67.24247,62.0611,2.2465794,2.9314818,28.133976,33.059437,23.167896,19.831968,7.1458521,17.53358983
subarnapur,33.121929,8.2357607,7.3088737,64.202148,152.10481,8.6107616,-117762.1223,4.88164,60.920082,89.484177,92.184967,1.978366,24.49436206,29.384048,6.3205886,22.125771,133.51958,7.2440424,-60248.29085,5.1380463,0.42307851,68.845856,20.492346,26.898718,0.5488506,411.4201527,62.585457,1.4295154,6.4282036,29.594082,7.927402,5.0098429,-63480.035,435.91452,1.9151721,18.585236,odisha,49.93652,29.971088,1.6727165,7.7363801,88.326385,2.4713993,-233574.5491,6.9764166,93.02359,4.9901471,70.535103,26.012918,3.451982,39.547657,20.256979,80.783844,23.559694,17.961784,62.744701,367.4675005,33.121929,8.2357607,7.3088737,85.885796,8.6107616,-117762.13,4.88164,60.920082,60.920082,97.744659,89.484177,92.184967,88.349304,15.014659,22.779924,24.967197,7.871913,9.247695,17.642134,40.452377,46.51403,81.422638,73.347366,1.4041435,0.70207173,22.678444,26.116356,9.1442347,12.578127,3.4426184,24.49436206
balangir,33.624176,8.1092196,10.533121,52.61528,154.61714,15.561912,-195852.2645,4.5778675,64.372597,86.978416,81.264496,1.9294657,66.04841131,30.854216,5.360013,32.967876,117.54748,11.000315,-61268.10223,4.8898373,0.47200391,70.635063,21.189695,32.120655,0.56803328,1162.84839,54.857761,1.3614323,5.507772,31.00309,13.281113,4.7338524,-68501.477,1228.8969,2.7492065,37.069664,odisha,36.654232,30.525738,1.4730593,6.7737899,79.083748,2.2836051,-355343.4271,10.954467,89.045532,4.8708267,68.012062,27.983829,4.0041075,50.324184,26.132429,80.972809,21.488398,18.155788,77.475693,1079.443294,33.624176,8.1092196,10.533121,87.898117,15.561912,-195852.27,4.5778675,64.372597,64.372597,100.0,86.978416,81.264496,75.105972,15.559413,24.318583,17.884636,3.3932459,8.853919,17.038689,34.710964,36.292725,54.735672,50.151165,1.4710467,0.75260407,28.393898,37.06366,14.207999,18.078119,5.550457,66.04841131
nuapada,30.804668,7.5757766,12.99887,62.079597,151.375,8.0772352,-635005.4322,4.8439274,61.443012,79.095825,87.87867,1.7909082,21.30966698,30.1994,4.4457192,43.379601,93.408951,5.7074566,-70835.13909,5.167675,0.53990698,72.810074,24.169096,21.368561,0.44371358,406.8770383,57.727264,1.3471947,4.6014934,30.229523,6.8923459,5.0058012,-98912.336,428.18671,3.1300573,57.966049,odisha,48.968117,29.95685,1.2147334,5.540154,66.061569,1.9122299,-648763.827,3.06861,96.931389,5.057157,69.510414,26.657911,3.8316793,30.12771,20.453997,80.791611,25.58573,19.003723,81.930031,362.4314163,30.804668,7.5757766,12.99887,80.854851,8.0772352,-635005.44,4.8439274,61.443012,61.443012,100.0,79.095825,87.87867,79.364639,6.3500242,9.2955704,4.9161119,1.6816875,0.81356978,5.6369581,30.626532,34.142811,77.710426,73.165184,1.316853,2.8522079,32.01757,44.58593,21.34742,14.119765,2.5440869,21.30966698
kalahandi,34.401421,7.2865157,11.845209,48.153801,155.33508,12.744877,-672025.5729,4.8974304,64.771667,83.741776,87.834686,1.8719181,52.35797566,30.426786,4.1552572,49.600189,90.40419,7.7403359,-83988.97658,4.7543683,0.46491325,73.956932,21.140469,25.1327,0.43701196,900.1253487,58.609077,1.4349061,4.3273826,30.645271,10.242606,4.8258991,-116313.33,952.48334,3.1312585,64.930893,odisha,44.103622,30.53162,1.2836478,5.8439984,69.615685,2.0083821,-574296.6508,10.505854,89.494148,5.0164123,71.001518,24.990705,4.0077763,39.638153,20.447319,80.490532,23.368061,17.945829,70.486916,723.224375,34.401421,7.2865157,11.845209,82.659767,12.744877,-672025.56,4.8974304,64.771667,64.771667,99.299774,83.741776,87.834686,84.149803,9.4746389,9.0162745,13.227442,5.5730572,6.3164511,10.755925,12.542181,19.57527,66.727211,48.240479,4.7691817,4.5108809,24.186342,39.139374,25.499105,16.267004,2.8364499,52.35797566
rayagada,33.276199,6.707242,26.952616,44.805103,131.0963,15.522629,-477366.3601,5.2140498,71.769051,72.846596,89.360741,1.7648089,39.15443601,30.331345,3.1712742,60.755272,73.84137,16.527018,-66604.70576,4.9376001,0.53207308,68.466827,20.356537,22.114929,0.46181607,561.6595061,50.731667,1.3029928,3.4017096,30.523258,16.024822,5.0758247,-93373.625,600.81396,3.5359678,57.254929,odisha,42.58223,30.905306,0.91048479,4.19555,49.175705,2.0049975,-591186.4924,15.172829,84.827171,4.9923735,72.898827,20.490459,6.6107183,30.264368,15.707548,78.475594,22.912237,19.211193,79.122559,555.6523445,33.276199,6.707242,26.952616,69.384895,15.522629,-477366.38,5.2140498,71.769051,71.769051,96.145042,72.846596,89.360741,76.519241,11.139366,13.86669,16.990793,6.0162148,2.7250168,7.3998871,14.636045,22.253788,63.772591,38.309269,2.5357535,0.74961621,27.569798,30.34296,21.051285,21.085983,8.1199245,39.15443601
nabarangapur,32.225079,6.1647396,27.451181,47.636921,127.80237,7.5162611,-761107.9331,5.490232,69.619652,80.046257,74.657448,1.693131,49.81527406,29.481539,3.3473027,56.89994,77.106544,8.3546467,-98548.56499,5.4638839,0.62064189,74.431061,24.93276,25.520594,0.35881162,758.1977516,54.525665,1.3343194,3.5210021,29.650682,7.9354539,5.4770579,-139396.39,808.013,2.8174369,50.695824,odisha,52.151611,29.630133,0.85835689,3.8323047,48.918419,1.5873049,-948806.0701,7.0725083,92.92749,5.2115111,73.081985,21.09687,5.8211493,27.894644,30.734274,77.563042,23.819139,23.529718,79.634163,741.0022234,32.225079,6.1647396,27.451181,73.185387,7.5162611,-761107.94,5.490232,69.619652,69.619652,99.117027,80.046257,74.657448,80.710091,10.338863,12.222867,9.1801357,1.9111408,3.1529207,15.419512,26.522303,34.590073,57.364429,57.735561,3.2363687,6.3430729,48.587948,42.045376,20.718149,15.55648,4.5052857,49.81527406
koraput,32.088421,5.5427775,30.083761,41.719597,111.95116,16.001001,-692742.9148,4.8865709,69.260384,73.125343,84.768585,1.7191291,51.86137316,29.213762,3.4102137,57.697113,78.097,16.733532,-71381.84347,5.0657287,0.5014714,73.053886,23.463921,20.235361,0.48418453,778.2266091,52.889984,1.2349446,3.5434499,29.393362,16.367268,4.9761496,-110202.59,830.08801,2.1325638,33.854156,odisha,44.004059,29.849033,0.86769915,3.987874,47.295761,1.9082266,-726560.4655,16.632345,83.367661,5.0064597,66.975716,26.454582,6.5697021,29.121286,26.190201,80.762131,23.829584,17.387424,85.899094,849.2462282,32.088421,5.5427775,30.083761,66.384171,16.001001,-692742.94,4.8865709,69.260384,69.260384,100.0,73.125343,84.768585,80.233002,8.9839039,11.574555,11.205731,2.9535913,2.2042668,3.7160568,16.770243,24.107487,82.388046,66.010994,4.3833103,5.6911626,41.057701,38.327488,20.678593,11.658621,5.1721821,51.86137316
malkangiri,32.974941,4.9091382,38.392227,39.221649,116.05559,7.9540105,-929294.7041,5.3326015,72.0084,67.351364,85.215157,1.5716289,21.38430704,29.461956,2.9628241,63.074314,66.181725,8.8311167,-86806.85441,5.3575487,0.68170166,75.927383,24.802567,16.364265,0.42728767,360.5989692,50.987099,1.1443412,3.0717833,29.658621,8.3925638,5.3450751,-133971.27,381.98328,1.9463141,49.873863,odisha,34.331753,30.135571,0.83006823,3.6772316,45.107891,1.7108759,-932308.3919,8.0363331,91.963669,5.2652698,71.364197,21.935434,6.7003636,33.019611,11.815451,75.427658,22.844706,22.01144,75.294098,383.2718499,32.974941,4.9091382,38.392227,56.154816,7.9540105,-929294.69,5.3326015,72.0084,72.0084,100.0,67.351364,85.215157,72.417877,17.024555,17.013449,20.103149,9.2927723,6.4546728,14.372283,18.688087,27.265505,72.506416,67.642838,0.0,5.9768877,40.554043,51.760586,35.022614,18.001968,6.4028516,21.38430704
koriya,31.803698,8.4787836,4.7249002,65.064423,160.21962,27.821308,-609133.8079,4.9639864,57.586731,71.603951,75.379578,1.6062247,25.20880604,29.417635,5.8501797,32.072861,117.80695,31.490097,-49403.68779,5.337904,0.60207468,71.756592,21.221052,32.866062,0.62507296,400.6532343,38.737888,0.9811517,6.0057793,29.558878,29.655703,5.1509452,-82536.781,425.86203,2.6286039,42.412674,chhattisgarh,29.376503,29.808649,1.5938709,7.6381321,79.678764,2.2672441,-472091.4966,28.680653,71.319351,5.3253722,69.928429,25.995811,4.0757666,42.227448,28.348679,77.007568,22.765631,22.576035,33.896442,397.2135959,31.803698,8.4787836,4.7249002,87.970261,27.821308,-609133.81,4.9639864,57.586731,57.586731,98.819557,71.603951,75.379578,62.664021,4.5183058,4.9335775,8.3377571,5.1733508,3.8461797,10.802245,7.6498547,21.452076,53.63245,50.663471,5.3439698,2.7929924,29.019436,42.098343,22.602224,10.256531,10.12084,25.20880604
jashpur,33.831287,8.3383789,12.373142,61.303879,157.40047,11.517406,-1019758.116,5.4873562,67.092598,76.087585,74.032303,1.6727344,34.91379704,30.106722,6.04249,30.570745,125.84122,8.0331488,-85776.19299,5.3402815,0.64379901,73.92527,23.789619,26.839298,0.46469191,463.7981757,49.248287,1.2080425,6.2032204,30.367472,9.7752781,5.4138188,-151162.34,498.71198,2.2958889,31.559242,chhattisgarh,36.991207,30.434673,1.5374832,7.3360305,78.077705,1.7143657,-831248.2735,11.561082,88.438919,5.407773,72.090149,24.127132,3.7827187,39.096378,17.109541,81.016472,25.476862,19.339743,32.17886,513.423913,33.831287,8.3383789,12.373142,84.944771,11.517406,-1019758.1,5.4873562,67.092598,67.092598,98.258652,76.087585,74.032303,70.462791,5.1396732,8.9979496,19.979546,6.6612692,9.4877672,18.205399,21.642694,31.742155,44.66481,42.638195,5.5788145,3.7693121,32.241398,53.939079,25.689537,10.601815,30.58938,34.91379704
raigarh,32.184666,8.063302,10.474347,52.98069,140.42824,5.9598508,-397591.3569,5.119555,62.885727,86.965454,83.816811,1.8967496,123.0818914,30.013414,6.4946346,22.821054,132.07733,14.941154,-26714.60549,5.373672,0.53007144,69.580231,19.506685,23.191727,0.80020612,929.7789475,63.773727,1.0965436,6.6780157,30.267239,10.450502,5.2466135,-70070.961,1052.8608,1.5686674,8.3509064,chhattisgarh,48.769161,29.974236,1.621649,7.7496252,82.45697,2.5134923,-203236.5316,7.9508386,92.049164,5.2550945,64.527222,30.441681,5.0311012,38.196293,17.410385,81.133385,22.966413,17.108759,33.897053,1785.455509,32.184666,8.063302,10.474347,77.742599,5.9598508,-397591.34,5.119555,62.885727,62.885727,100.0,86.965454,83.816811,87.024498,4.7818017,7.5296202,20.765425,3.5524476,5.770812,15.818456,27.292263,34.883396,50.368382,51.034428,3.3167958,8.7920513,23.737267,46.022049,27.597309,9.9282713,30.682808,123.0818914
raigarh,32.184666,8.063302,10.474347,52.98069,140.42824,5.9598508,-397591.3569,5.119555,62.885727,86.965454,83.816811,1.8967496,123.0818914,30.013414,6.4946346,22.821054,132.07733,14.941154,-26714.60549,5.373672,0.53007144,69.580231,19.506685,23.191727,0.80020612,929.7789475,63.773727,1.0965436,6.6780157,30.267239,10.450502,5.2466135,-70070.961,1052.8608,1.5686674,8.3509064,maharashtra,38.604454,31.970459,1.7065037,8.097909,82.257805,3.581826,564058.8166,38.349686,61.650311,4.7604408,73.485619,21.527122,4.987258,57.691322,17.209759,54.397892,18.65589,49.859161,55.542065,1694.551198,32.756191,9.8407421,4.5926476,94.117973,48.403515,662295.06,5.1232486,56.096375,56.096375,97.969521,96.295776,89.484024,80.107552,4.3285565,10.548931,7.4005761,4.9420457,4.4838758,9.805047,14.815386,21.752247,41.49334,12.618251,0.4575226,1.2653465,10.105657,12.188059,6.9712648,12.428154,22.05196,424.0354595
korba,31.770987,8.620553,8.220871,57.752792,173.09224,41.657978,-24700.58952,5.0509796,59.26358,86.851143,84.47937,1.8945996,56.15817316,29.944658,6.5567441,27.225914,127.78248,38.324146,-9986.016641,5.4986138,0.60418409,68.944839,19.992657,34.644615,0.79688954,844.0509277,52.206528,1.09771,6.6854916,30.058592,39.991062,5.2747965,-10903.963,900.20911,2.0638089,45.309761,chhattisgarh,37.576641,29.561642,1.6026927,7.6002688,78.706627,2.6337092,-153146.4665,38.335552,61.664444,5.1717553,64.041176,31.369759,4.5890679,49.274502,20.959538,77.878761,26.717978,21.103685,27.657446,785.0155002,31.770987,8.620553,8.220871,85.109947,41.657978,-24700.59,5.0509796,59.26358,59.26358,98.683411,86.851143,84.47937,64.361191,15.804235,16.376553,22.554462,20.406391,6.7907677,24.507233,28.908569,42.502995,48.741364,45.063255,5.0850568,0.6244933,14.622645,32.296989,16.805252,16.614355,14.24849,56.15817316
janjgir - champa,31.427708,8.2129097,9.5640259,57.375973,151.48657,12.972991,-197412.9554,4.7256503,60.721344,83.204231,82.728767,1.7625568,65.01374108,28.750332,7.0573473,22.122555,140.09969,15.940687,-4661.63904,6.2863331,0.49198395,62.993385,17.156584,33.649143,0.87491703,1062.5316,49.555088,0.88763976,7.1239767,28.904709,14.456839,5.5059919,-15775.591,1127.5453,1.1555624,11.386887,chhattisgarh,43.257465,29.179066,1.5577821,7.4711065,78.920242,2.6031239,-109756.9349,13.137378,86.862625,5.4774213,65.924927,29.679739,4.3953362,39.946766,6.521524,79.971214,21.963326,17.749575,31.324825,1070.294622,31.427708,8.2129097,9.5640259,85.098,12.972991,-197412.95,4.7256503,60.721344,60.721344,98.967476,83.204231,82.728767,61.418678,7.0686259,10.349071,25.044525,7.6514206,1.7123027,18.072275,40.230026,53.051792,39.521801,34.870075,3.1179841,2.6287105,18.057278,32.86129,15.019213,15.124707,16.906597,65.01374108
kabeerdham,30.292988,8.29848,10.158278,63.443356,149.30786,11.177551,-135892.8759,5.4562664,63.848007,86.701111,87.264267,1.8775373,35.92930102,29.591793,4.7909403,41.618492,96.815132,10.362972,-38056.64592,6.2110176,0.71148807,71.499725,22.246767,16.235201,0.69015014,494.6265746,70.465912,1.1873871,5.0284715,29.639278,10.770262,5.833642,-44682.125,530.55585,3.5075397,52.492729,chhattisgarh,57.620003,29.421101,1.3373314,6.384614,69.761429,2.6982353,-73091.09885,20.69586,79.304138,5.8235583,67.841682,27.332539,4.8257833,29.081106,9.4017525,81.599152,23.831093,18.663954,43.390701,602.5740756,30.292988,8.29848,10.158278,83.998024,11.177551,-135892.88,5.4562664,63.848007,63.848007,97.902809,86.701111,87.264267,83.923706,3.8384411,9.8601866,21.344879,1.22662,2.6985469,15.080656,31.510666,40.868488,56.929237,53.231895,2.4104755,2.9064438,10.056458,25.958624,9.2283678,11.025205,37.179546,35.92930102
rajnandgaon,32.100754,9.2292061,4.858438,66.975334,163.10297,9.8217983,3345.89488,4.8987999,61.19936,86.189896,89.815399,1.9538662,70.70369178,29.167816,7.1045389,18.579269,144.70947,18.208714,-6690.384758,6.0687871,0.70938802,68.635597,23.004063,42.608379,0.96480405,1067.889789,43.581516,0.98906219,7.236475,29.349943,14.015256,5.4837933,-6067.1577,1138.5935,2.1246672,18.393494,chhattisgarh,50.500153,30.313826,1.6729088,7.8714871,86.041054,2.8653293,56311.95112,20.414791,79.585205,5.312716,65.435219,29.036692,5.528089,35.689743,27.94385,80.758675,23.426493,17.180256,21.034042,956.0509714,32.100754,9.2292061,4.858438,87.169632,9.8217983,3345.8948,4.8987999,61.19936,61.19936,96.554337,86.189896,89.815399,80.30732,4.2846956,2.8223364,17.440109,6.3777237,2.0712016,13.396536,17.693478,27.182058,36.718227,37.220417,6.8082004,6.0674286,20.730219,36.8414,19.933636,17.291622,18.515457,70.70369178
mahasamund,31.92523,8.5381165,9.0455751,62.940155,151.66837,17.864412,-67567.18561,5.1348977,62.793701,90.13047,89.6614,1.9674667,45.89455855,29.938244,5.8601818,28.606972,123.20947,10.890673,-35680.65224,5.7394814,0.61599839,69.265198,19.42914,28.930029,0.76709425,740.196694,61.200439,1.2003725,6.0165281,30.054251,14.377542,5.4371896,-37542.293,786.09125,2.6779346,28.4589,chhattisgarh,53.358517,30.256556,1.4435147,6.8237457,76.606857,2.4626255,-237481.9293,12.697283,87.302719,5.4254065,66.726166,28.296089,4.9777431,36.771954,20.984371,80.287689,23.163088,17.93301,43.899208,681.6515532,31.92523,8.5381165,9.0455751,82.343521,17.864412,-67567.188,5.1348977,62.793701,62.793701,98.77108,90.13047,89.6614,72.090141,17.372108,17.82328,29.601774,10.515658,10.48906,19.378241,34.463463,43.43137,53.792213,45.712349,2.7910018,1.5691293,15.011634,30.462408,19.55979,16.431137,16.008215,45.89455855
dhamtari,32.694756,8.9044037,8.6454,64.715973,154.19641,23.858397,105316.1939,4.9506493,60.864471,82.586151,87.654335,1.8657061,31.555877,30.064493,6.9941244,18.863455,142.56438,22.413115,851.0485755,5.8127775,0.47807702,66.939377,14.279312,33.113804,0.80119342,558.003482,49.472347,1.0645127,7.0963712,30.205276,23.135756,5.3817134,6442.4946,589.55939,1.9102793,11.632034,chhattisgarh,37.820427,30.609379,1.7158586,8.2185869,86.708733,2.9662888,132322.3433,19.178757,80.821243,5.697463,66.723289,28.921604,4.3551016,44.765724,34.321953,80.286018,23.251413,19.380449,23.085464,542.904965,32.694756,8.9044037,8.6454,84.632263,23.858397,105316.2,4.9506493,60.864471,60.864471,99.004669,82.586151,87.654335,67.251434,7.2378941,12.339568,11.956011,2.6459982,3.0095313,8.5499506,11.714404,21.903996,61.381149,59.329807,4.1227183,2.6073432,21.867994,31.546997,18.601698,28.852844,19.273344,31.555877
uttar bastar kanker,31.14604,7.8388934,14.774407,60.552567,148.78021,8.4577923,-620145.5401,4.2832518,56.899254,78.206413,82.618599,1.7822573,29.90457664,29.865343,6.4866481,25.720903,125.48997,11.133259,-37328.67308,5.682097,0.49308318,65.012611,15.791234,28.584082,0.68636376,463.1455798,49.62233,1.0958936,6.5686646,29.94302,9.7955256,4.9826746,-72677.797,493.05017,1.3522453,23.290237,chhattisgarh,40.816189,30.313154,1.6201957,7.8068562,82.050072,2.3377538,-312200.5058,9.9171524,90.082848,4.7790556,62.240566,32.913185,4.8462534,37.390224,48.282536,80.069099,22.854105,19.42824,29.245144,436.771597,31.14604,7.8388934,14.774407,79.961136,8.4577923,-620145.56,4.2832518,56.899254,56.899254,100.0,78.206413,82.618599,66.779449,15.668027,14.749989,31.004974,6.8324289,10.14926,33.153088,48.750397,58.797592,51.593475,51.608776,0.6189822,1.0984071,15.649624,23.460411,12.014138,23.088352,24.803783,29.90457664
narayanpur,32.353432,6.0421081,30.928978,42.780663,130.98022,16.840502,-1116366.635,5.1397405,54.684002,55.713917,79.393623,1.4485893,5.486569932,28.435543,4.4435639,43.684258,88.247086,17.47118,-87801.91278,5.8694773,0.694691,62.311981,22.328709,17.577467,0.46362844,99.74229334,38.136452,0.98496091,4.5269113,28.63982,17.155842,5.5046091,-141430.66,105.22887,1.5985441,42.733139,chhattisgarh,14.1329,29.622326,1.0625911,5.0952373,55.905247,1.7441194,-971527.1094,19.82408,80.175926,5.042161,61.168056,33.469234,5.3627062,41.581017,14.782468,70.968575,20.255592,30.373177,32.524651,86.72630158,32.353432,6.0421081,30.928978,61.768211,16.840502,-1116366.6,5.1397405,54.684002,54.684002,99.121651,55.713917,79.393623,74.123543,18.414347,21.690037,19.269545,3.6423304,13.594851,21.921875,20.034868,32.946907,67.563126,61.72871,1.104661,3.1999409,25.011545,49.152294,33.667755,27.8032,20.43582,5.486569932
bijapur,30.938938,6.7664127,32.78434,42.108799,116.92802,15.825717,-918896.7713,5.532804,59.708279,66.617889,69.891701,1.4870774,10.25096697,28.60812,5.5191989,27.703646,118.96137,10.894331,-75849.08975,5.2584271,0.66735727,67.430344,24.502571,27.159628,0.55949169,175.4052081,39.45826,0.92758566,5.5880637,28.736816,13.360023,5.3956156,-122397.79,185.65617,1.2472138,-2.0333557,chhattisgarh,32.426178,30.012268,0.89770877,4.3906579,47.661366,1.5597999,-1182831.976,12.086018,87.913986,5.1630135,65.69857,27.693537,6.6078901,34.191711,49.824997,72.041794,19.769373,28.600063,20.878223,159.5918363,30.938938,6.7664127,32.78434,65.653839,15.825717,-918896.75,5.532804,59.708279,59.708279,100.0,66.617889,69.891701,53.677048,13.652253,19.866926,22.493067,7.1048031,4.6682816,16.71933,14.058458,33.524582,63.387455,61.117374,1.7611802,2.4115481,20.731653,59.441299,52.236153,32.635262,18.090862,10.25096697
bijapur,30.938938,6.7664127,32.78434,42.108799,116.92802,15.825717,-918896.7713,5.532804,59.708279,66.617889,69.891701,1.4870774,10.25096697,28.60812,5.5191989,27.703646,118.96137,10.894331,-75849.08975,5.2584271,0.66735727,67.430344,24.502571,27.159628,0.55949169,175.4052081,39.45826,0.92758566,5.5880637,28.736816,13.360023,5.3956156,-122397.79,185.65617,1.2472138,-2.0333557,karnataka,39.759377,30.695503,1.399611,6.5892081,70.363647,2.7387638,-11542.29104,23.345024,76.654976,6.155005,73.224037,17.96549,8.8104744,53.545677,29.139036,62.470226,24.260008,39.341267,61.394428,1235.371819,31.902769,9.0603867,13.965386,87.163437,19.974855,-17951.49,5.452765,63.152004,63.152004,95.521355,93.305054,91.335068,62.802326,30.139935,53.859921,45.266171,22.941217,19.296303,54.594769,72.706749,78.748558,48.580872,38.255386,2.9978719,1.8287039,11.802835,17.628138,10.827043,45.812626,16.058855,242.7093463
